150;"What'd I Say";1959;116
203;"Rock Around the Clock";1955;145
325;"The Everly Brothers";1958;216
328;"Elvis' Golden Records";1958;25
337;"Elvis Presley";1956;25
350;"Great Balls of Fire";1957;229
412;"Love Me Tender";1956;25
413;"Ain't Misbehavin";1955;287
415;"The Best of Chuck Berry";1958;291
555;"Temptation";1956;384
556;"A Night in Tunisia";1959;385
558;"Kind of Blue";1959;386
561;"Mack the Knife";1959;387
564;"What a Difference a Day Made";1959;388
565;"Unforgettable";1951;389
566;"Mona Lisa";1950;389
567;"Smile";1954;389
570;"When I Fall in Love";1957;389
571;"Sweet Lorraine";1956;389
573;"The Great Pretender";1955;390
574;"Only You";1955;390
575;"My Prayer";1956;390
576;"Twilight Time";1958;390
579;"Night and Day";1956;391
581;"Blue Skies";1956;391
582;"It Don't Mean a Thing";1956;391
583;"My Funny Valentine";1956;391
584;"Cheek to Cheek";1956;391
585;"Cry Me a River";1955;392
586;"Fly Me to the Moon";1954;393
641;"Time Out";1959;426
643;"The Sound of Music";1959;97
650;"The Best of Bobby Darin";1959;430
720;"The Greatest Hits";1957;229
