30;"Blue Hawaii";1961;25
39;"More of the Monkees";1967;32
129;"Giant Steps";1960;97
146;"I Never Loved a Man the Way I Love You";1967;113
151;"Ain't Too Proud to Beg";1966;117
152;"I Got You (I Feel Good)";1965;118
154;"Uptight (Everything's Alright)";1965;92
156;"A Change Is Gonna Come";1964;119
157;"My Girl";1965;117
158;"I Heard It Through the Grapevine";1968;111
161;"Papa's Got a Brand New Bag";1965;118
162;"Stand By Me";1961;120
163;"Aretha Now";1968;113
164;"Ain't No Mountain High Enough";1967;111
166;"I Got the Feelin'";1968;118
167;"Sittin' on the Dock of the Bay";1968;122
169;"My Cherie Amour";1969;92
174;"Pet Sounds";1966;126
177;"The Mamas & The Papas";1965;128
190;"Just Because I'm a Woman";1968;138
192;"Are You Experienced?";1967;140
195;"In the Ghetto";1969;25
218;"Let It Bleed";1969;147
219;"Beggars Banquet";1968;147
221;"Hey Jude";1968;149
322;"The Temptations Sing Smokey";1965;117
324;"Electric Ladyland";1968;140
327;"With the Beatles";1963;149
333;"Green River";1969;222
338;"Steppenwolf";1968;224
339;"Blowin' Your Mind!";1967;183
341;"Abbey Road";1969;149
342;"Dancing in the Street";1964;226
346;"Willy and the Poor Boys";1969;222
349;"Smiley Smile";1967;126
352;"Out of Our Heads";1965;147
353;"In the Groove";1968;111
354;"Meet the Beatles!";1964;149
363;"Van Morrison";1967;183
365;"Astral Weeks";1968;183
373;"The Doors";1967;139
374;"Strange Days";1967;139
375;"The Soft Parade";1969;139
377;"Waiting for the Sun";1968;139
393;"Procol Harum";1967;274
404;"My Generation";1965;223
414;"The Best of Fats Domino";1962;290
428;"The Best of Skeeter Davis";1963;295
430;"The Look Of Love";1967;296
445;"Help!";1965;149
447;"Highway 61 Revisited";1965;248
448;"John Wesley Harding";1968;248
487;"The Temptations";1964;117
546;"Where Did Our Love Go";1964;379
550;"The Gilded Palace of Sin";1968;382
560;"What a Wonderful World";1967;387
563;"Hello Dolly";1964;387
577;"Harbor Lights";1960;390
631;"A Salty Dog";1969;274
632;"Are You Experienced";1967;140
635;"The Animals";1964;425
637;"I Put a Spell on You";1965;254
638;"The Genius of Ray Charles";1960;116
640;"Completely Well";1969;242
642;"Maiden Voyage";1965;427
647;"Jazz Samba";1962;429
648;"Getz/Gilberto";1963;429
652;"Breakfast at Tiffany's";1961;432
653;"Strangers in the Night";1966;393
662;"The Best Of Procol Harum";1967;274
677;"In The Midnight Hour";1965;117
680;"A Hard Day's Night";1964;149
682;"Before The Beginning";1968;225
683;"Blowin' Your Mind";1967;183
684;"What";1968;441
685;"Rubber Soul";1965;149
687;"Happy Together";1967;443
688;"The Freewheelin' Bob Dylan";1963;248
689;"The Times They Are AChangin'";1964;248
690;"Bringing It All Back Home";1965;248
695;"At Last!";1960;445
700;"At Folsom Prison";1968;448
704;"The Best Of Peter Green's Fleetwood Mac";1968;84
706;"Blind Faith";1969;451
708;"Hey Joe";1966;303
709;"Beatles For Sale";1964;149
711;"Led Zeppelin II";1969;20
713;"Music From Big Pink";1968;453
717;"Do You Believe in Magic";1965;456
718;"The Genius Hits the Road";1960;116
719;"Gimme Some Lovin'";1966;457
721;"Honky Tonk Women";1969;147
722;"The Four Tops' Second Album";1965;459
723;"The Soul Album";1966;460
724;"Bayou Country";1969;222
